Year,Age,AgeGr,w,Sex,COD
1961,5,5-9,5,Female,Other
1961,5,5-9,5,Male,External
1961,10,10-14,5,Female,Other
1961,10,10-14,5,Male,External
1961,15,15-19,5,Female,External
1961,15,15-19,5,Male,External
1961,20,20-24,5,Female,External
1961,20,20-24,5,Male,External
1961,25,25-29,5,Female,Other
1961,25,25-29,5,Male,External
1961,30,30-34,5,Female,Other
1961,30,30-34,5,Male,External
1961,35,35-39,5,Female,Other
1961,35,35-39,5,Male,External
1961,40,40-44,5,Female,Other
1961,40,40-44,5,Male,Other
1961,45,45-49,5,Female,Neoplasms
1961,45,45-49,5,Male,Other
1961,50,50-54,5,Female,Neoplasms
1961,50,50-54,5,Male,Other
1961,55,55-59,5,Female,Neoplasms
1961,55,55-59,5,Male,Other
1961,60,60-64,5,Female,Circulatory diseases
1961,60,60-64,5,Male,Circulatory diseases
1961,65,65-69,5,Female,Circulatory diseases
1961,65,65-69,5,Male,Circulatory diseases
1961,70,70-74,5,Female,Circulatory diseases
1961,70,70-74,5,Male,Circulatory diseases
1961,75,75-79,5,Female,Circulatory diseases
1961,75,75-79,5,Male,Circulatory diseases
1961,80,80-84,5,Female,Circulatory diseases
1961,80,80-84,5,Male,Circulatory diseases
1961,85,85-89,5,Female,Circulatory diseases
1961,85,85-89,5,Male,Circulatory diseases
1961,90,90-94,5,Female,Other
1961,90,90-94,5,Male,Other
1961,95,95-99,5,Female,Other
1961,95,95-99,5,Male,Other
1961,100,100+,5,Female,Other
1961,100,100+,5,Male,Other
1962,0,<1,1,Female,Other
1962,0,<1,1,Male,Other
1962,1,1-4,4,Female,Other
1962,1,1-4,4,Male,Other
1962,5,5-9,5,Female,Other
1962,5,5-9,5,Male,External
1962,10,10-14,5,Female,Other
1962,10,10-14,5,Male,External
1962,15,15-19,5,Female,External
1962,15,15-19,5,Male,External
1962,20,20-24,5,Female,Other
1962,20,20-24,5,Male,External
1962,25,25-29,5,Female,Other
1962,25,25-29,5,Male,External
1962,30,30-34,5,Female,Other
1962,30,30-34,5,Male,External
1962,35,35-39,5,Female,Other
1962,35,35-39,5,Male,External
1962,40,40-44,5,Female,Other
1962,40,40-44,5,Male,Other
1962,45,45-49,5,Female,Neoplasms
1962,45,45-49,5,Male,Other
1962,50,50-54,5,Female,Neoplasms
1962,50,50-54,5,Male,Other
1962,55,55-59,5,Female,Neoplasms
1962,55,55-59,5,Male,Other
1962,60,60-64,5,Female,Circulatory diseases
1962,60,60-64,5,Male,Circulatory diseases
1962,65,65-69,5,Female,Circulatory diseases
1962,65,65-69,5,Male,Circulatory diseases
1962,70,70-74,5,Female,Circulatory diseases
1962,70,70-74,5,Male,Circulatory diseases
1962,75,75-79,5,Female,Circulatory diseases
1962,75,75-79,5,Male,Circulatory diseases
1962,80,80-84,5,Female,Circulatory diseases
1962,80,80-84,5,Male,Circulatory diseases
1962,85,85-89,5,Female,Circulatory diseases
1962,85,85-89,5,Male,Other
1962,90,90-94,5,Female,Other
1962,90,90-94,5,Male,Other
1962,95,95-99,5,Female,Other
1962,95,95-99,5,Male,Other
1962,100,100+,5,Female,Other
1962,100,100+,5,Male,Other
1963,0,<1,1,Female,Other
1963,0,<1,1,Male,Other
1963,1,1-4,4,Female,Other
1963,1,1-4,4,Male,Other
1963,5,5-9,5,Female,Other
1963,5,5-9,5,Male,External
1963,10,10-14,5,Female,Other
1963,10,10-14,5,Male,External
1963,15,15-19,5,Female,External
1963,15,15-19,5,Male,External
1963,20,20-24,5,Female,External
1963,20,20-24,5,Male,External
1963,25,25-29,5,Female,Other
1963,25,25-29,5,Male,External
1963,30,30-34,5,Female,Other
1963,30,30-34,5,Male,External
1963,35,35-39,5,Female,Other
1963,35,35-39,5,Male,External
1963,40,40-44,5,Female,Other
1963,40,40-44,5,Male,Other
1963,45,45-49,5,Female,Neoplasms
1963,45,45-49,5,Male,Other
1963,50,50-54,5,Female,Neoplasms
1963,50,50-54,5,Male,Other
1963,55,55-59,5,Female,Neoplasms
1963,55,55-59,5,Male,Other
1963,60,60-64,5,Female,Circulatory diseases
1963,60,60-64,5,Male,Circulatory diseases
1963,65,65-69,5,Female,Circulatory diseases
1963,65,65-69,5,Male,Circulatory diseases
1963,70,70-74,5,Female,Circulatory diseases
1963,70,70-74,5,Male,Circulatory diseases
1963,75,75-79,5,Female,Circulatory diseases
1963,75,75-79,5,Male,Circulatory diseases
1963,80,80-84,5,Female,Circulatory diseases
1963,80,80-84,5,Male,Circulatory diseases
1963,85,85-89,5,Female,Circulatory diseases
1963,85,85-89,5,Male,Other
1963,90,90-94,5,Female,Other
1963,90,90-94,5,Male,Other
1963,95,95-99,5,Female,Other
1963,95,95-99,5,Male,Other
1963,100,100+,5,Female,Other
1963,100,100+,5,Male,Other
1964,0,<1,1,Female,Other
1964,0,<1,1,Male,Other
1964,1,1-4,4,Female,Other
1964,1,1-4,4,Male,Other
1964,5,5-9,5,Female,Other
1964,5,5-9,5,Male,External
1964,10,10-14,5,Female,Other
1964,10,10-14,5,Male,External
1964,15,15-19,5,Female,External
1964,15,15-19,5,Male,External
1964,20,20-24,5,Female,External
1964,20,20-24,5,Male,External
1964,25,25-29,5,Female,Other
1964,25,25-29,5,Male,External
1964,30,30-34,5,Female,Other
1964,30,30-34,5,Male,External
1964,35,35-39,5,Female,Other
1964,35,35-39,5,Male,External
1964,40,40-44,5,Female,Other
1964,40,40-44,5,Male,Other
1964,45,45-49,5,Female,Neoplasms
1964,45,45-49,5,Male,Other
1964,50,50-54,5,Female,Neoplasms
1964,50,50-54,5,Male,Other
1964,55,55-59,5,Female,Neoplasms
1964,55,55-59,5,Male,Other
1964,60,60-64,5,Female,Circulatory diseases
1964,60,60-64,5,Male,Circulatory diseases
1964,65,65-69,5,Female,Circulatory diseases
1964,65,65-69,5,Male,Circulatory diseases
1964,70,70-74,5,Female,Circulatory diseases
1964,70,70-74,5,Male,Circulatory diseases
1964,75,75-79,5,Female,Circulatory diseases
1964,75,75-79,5,Male,Circulatory diseases
1964,80,80-84,5,Female,Circulatory diseases
1964,80,80-84,5,Male,Circulatory diseases
1964,85,85-89,5,Female,Circulatory diseases
1964,85,85-89,5,Male,Circulatory diseases
1964,90,90-94,5,Female,Other
1964,90,90-94,5,Male,Other
1964,95,95-99,5,Female,Other
1964,95,95-99,5,Male,Other
1964,100,100+,5,Female,Other
1964,100,100+,5,Male,Other
1965,0,<1,1,Female,Other
1965,0,<1,1,Male,Other
1965,1,1-4,4,Female,Other
1965,1,1-4,4,Male,Other
1965,5,5-9,5,Female,Other
1965,5,5-9,5,Male,External
1965,10,10-14,5,Female,Other
1965,10,10-14,5,Male,External
1965,15,15-19,5,Female,External
1965,15,15-19,5,Male,External
1965,20,20-24,5,Female,External
1965,20,20-24,5,Male,External
1965,25,25-29,5,Female,Other
1965,25,25-29,5,Male,External
1965,30,30-34,5,Female,Other
1965,30,30-34,5,Male,External
1965,35,35-39,5,Female,Other
1965,35,35-39,5,Male,External
1965,40,40-44,5,Female,Other
1965,40,40-44,5,Male,Other
1965,45,45-49,5,Female,Neoplasms
1965,45,45-49,5,Male,Other
1965,50,50-54,5,Female,Neoplasms
1965,50,50-54,5,Male,Other
1965,55,55-59,5,Female,Neoplasms
1965,55,55-59,5,Male,Other
1965,60,60-64,5,Female,Circulatory diseases
1965,60,60-64,5,Male,Circulatory diseases
1965,65,65-69,5,Female,Circulatory diseases
1965,65,65-69,5,Male,Circulatory diseases
1965,70,70-74,5,Female,Circulatory diseases
1965,70,70-74,5,Male,Circulatory diseases
1965,75,75-79,5,Female,Circulatory diseases
1965,75,75-79,5,Male,Circulatory diseases
1965,80,80-84,5,Female,Circulatory diseases
1965,80,80-84,5,Male,Circulatory diseases
1965,85,85-89,5,Female,Circulatory diseases
1965,85,85-89,5,Male,Other
1965,90,90-94,5,Female,Other
1965,90,90-94,5,Male,Other
1965,95,95-99,5,Female,Other
1965,95,95-99,5,Male,Other
1965,100,100+,5,Female,Other
1965,100,100+,5,Male,Other
1966,0,<1,1,Female,Other
1966,0,<1,1,Male,Other
1966,1,1-4,4,Female,Other
1966,1,1-4,4,Male,Other
1966,5,5-9,5,Female,Other
1966,5,5-9,5,Male,External
1966,10,10-14,5,Female,Other
1966,10,10-14,5,Male,External
1966,15,15-19,5,Female,External
1966,15,15-19,5,Male,External
1966,20,20-24,5,Female,External
1966,20,20-24,5,Male,External
1966,25,25-29,5,Female,External
1966,25,25-29,5,Male,External
1966,30,30-34,5,Female,Other
1966,30,30-34,5,Male,External
1966,35,35-39,5,Female,Other
1966,35,35-39,5,Male,External
1966,40,40-44,5,Female,Other
1966,40,40-44,5,Male,Other
1966,45,45-49,5,Female,Neoplasms
1966,45,45-49,5,Male,Other
1966,50,50-54,5,Female,Neoplasms
1966,50,50-54,5,Male,Other
1966,55,55-59,5,Female,Neoplasms
1966,55,55-59,5,Male,Other
1966,60,60-64,5,Female,Neoplasms
1966,60,60-64,5,Male,Circulatory diseases
1966,65,65-69,5,Female,Circulatory diseases
1966,65,65-69,5,Male,Circulatory diseases
1966,70,70-74,5,Female,Circulatory diseases
1966,70,70-74,5,Male,Circulatory diseases
1966,75,75-79,5,Female,Circulatory diseases
1966,75,75-79,5,Male,Circulatory diseases
1966,80,80-84,5,Female,Circulatory diseases
1966,80,80-84,5,Male,Circulatory diseases
1966,85,85-89,5,Female,Circulatory diseases
1966,85,85-89,5,Male,Circulatory diseases
1966,90,90-94,5,Female,Other
1966,90,90-94,5,Male,Other
1966,95,95-99,5,Female,Other
1966,95,95-99,5,Male,Other
1966,100,100+,5,Female,Other
1966,100,100+,5,Male,Other
1967,0,<1,1,Female,Other
1967,0,<1,1,Male,Other
1967,1,1-4,4,Female,Other
1967,1,1-4,4,Male,Other
1967,5,5-9,5,Female,External
1967,5,5-9,5,Male,External
1967,10,10-14,5,Female,External
1967,10,10-14,5,Male,External
1967,15,15-19,5,Female,External
1967,15,15-19,5,Male,External
1967,20,20-24,5,Female,External
1967,20,20-24,5,Male,External
1967,25,25-29,5,Female,Other
1967,25,25-29,5,Male,External
1967,30,30-34,5,Female,Other
1967,30,30-34,5,Male,External
1967,35,35-39,5,Female,Other
1967,35,35-39,5,Male,External
1967,40,40-44,5,Female,Other
1967,40,40-44,5,Male,Other
1967,45,45-49,5,Female,Neoplasms
1967,45,45-49,5,Male,Other
1967,50,50-54,5,Female,Neoplasms
1967,50,50-54,5,Male,Other
1967,55,55-59,5,Female,Neoplasms
1967,55,55-59,5,Male,Other
1967,60,60-64,5,Female,Neoplasms
1967,60,60-64,5,Male,Other
1967,65,65-69,5,Female,Circulatory diseases
1967,65,65-69,5,Male,Circulatory diseases
1967,70,70-74,5,Female,Circulatory diseases
1967,70,70-74,5,Male,Circulatory diseases
1967,75,75-79,5,Female,Circulatory diseases
1967,75,75-79,5,Male,Circulatory diseases
1967,80,80-84,5,Female,Circulatory diseases
1967,80,80-84,5,Male,Circulatory diseases
1967,85,85-89,5,Female,Circulatory diseases
1967,85,85-89,5,Male,Circulatory diseases
1967,90,90-94,5,Female,Other
1967,90,90-94,5,Male,Other
1967,95,95-99,5,Female,Other
1967,95,95-99,5,Male,Other
1967,100,100+,5,Female,Other
1967,100,100+,5,Male,Other
1968,0,<1,1,Female,Other
1968,0,<1,1,Male,Other
1968,1,1-4,4,Female,Other
1968,1,1-4,4,Male,Other
1968,5,5-9,5,Female,Other
1968,5,5-9,5,Male,External
1968,10,10-14,5,Female,External
1968,10,10-14,5,Male,External
1968,15,15-19,5,Female,External
1968,15,15-19,5,Male,External
1968,20,20-24,5,Female,External
1968,20,20-24,5,Male,External
1968,25,25-29,5,Female,External
1968,25,25-29,5,Male,External
1968,30,30-34,5,Female,Other
1968,30,30-34,5,Male,External
1968,35,35-39,5,Female,Other
1968,35,35-39,5,Male,External
1968,40,40-44,5,Female,Other
1968,40,40-44,5,Male,Other
1968,45,45-49,5,Female,Neoplasms
1968,45,45-49,5,Male,Other
1968,50,50-54,5,Female,Neoplasms
1968,50,50-54,5,Male,Other
1968,55,55-59,5,Female,Neoplasms
1968,55,55-59,5,Male,Other
1968,60,60-64,5,Female,Neoplasms
1968,60,60-64,5,Male,Circulatory diseases
1968,65,65-69,5,Female,Circulatory diseases
1968,65,65-69,5,Male,Circulatory diseases
1968,70,70-74,5,Female,Circulatory diseases
1968,70,70-74,5,Male,Circulatory diseases
1968,75,75-79,5,Female,Circulatory diseases
1968,75,75-79,5,Male,Circulatory diseases
1968,80,80-84,5,Female,Circulatory diseases
1968,80,80-84,5,Male,Circulatory diseases
1968,85,85-89,5,Female,Circulatory diseases
1968,85,85-89,5,Male,Circulatory diseases
1968,90,90-94,5,Female,Other
1968,90,90-94,5,Male,Other
1968,95,95-99,5,Female,Other
1968,95,95-99,5,Male,Other
1968,100,100+,5,Female,Other
1968,100,100+,5,Male,Other
1969,0,<1,1,Female,Other
1969,0,<1,1,Male,Other
1969,1,1-4,4,Female,Other
1969,1,1-4,4,Male,Other
1969,5,5-9,5,Female,Other
1969,5,5-9,5,Male,External
1969,10,10-14,5,Female,External
1969,10,10-14,5,Male,External
1969,15,15-19,5,Female,External
1969,15,15-19,5,Male,External
1969,20,20-24,5,Female,External
1969,20,20-24,5,Male,External
1969,25,25-29,5,Female,External
1969,25,25-29,5,Male,External
1969,30,30-34,5,Female,Other
1969,30,30-34,5,Male,External
1969,35,35-39,5,Female,Other
1969,35,35-39,5,Male,External
1969,40,40-44,5,Female,Other
1969,40,40-44,5,Male,Other
1969,45,45-49,5,Female,Other
1969,45,45-49,5,Male,Other
1969,50,50-54,5,Female,Neoplasms
1969,50,50-54,5,Male,Other
1969,55,55-59,5,Female,Neoplasms
1969,55,55-59,5,Male,Other
1969,60,60-64,5,Female,Other
1969,60,60-64,5,Male,Other
1969,65,65-69,5,Female,Circulatory diseases
1969,65,65-69,5,Male,Circulatory diseases
1969,70,70-74,5,Female,Circulatory diseases
1969,70,70-74,5,Male,Circulatory diseases
1969,75,75-79,5,Female,Circulatory diseases
1969,75,75-79,5,Male,Circulatory diseases
1969,80,80-84,5,Female,Circulatory diseases
1969,80,80-84,5,Male,Circulatory diseases
1969,85,85-89,5,Female,Circulatory diseases
1969,85,85-89,5,Male,Circulatory diseases
1969,90,90-94,5,Female,Circulatory diseases
1969,90,90-94,5,Male,Other
1969,95,95-99,5,Female,Other
1969,95,95-99,5,Male,Other
1969,100,100+,5,Female,Other
1969,100,100+,5,Male,Other
1970,0,<1,1,Female,Other
1970,0,<1,1,Male,Other
1970,1,1-4,4,Female,Other
1970,1,1-4,4,Male,Other
1970,5,5-9,5,Female,External
1970,5,5-9,5,Male,External
1970,10,10-14,5,Female,External
1970,10,10-14,5,Male,External
1970,15,15-19,5,Female,External
1970,15,15-19,5,Male,External
1970,20,20-24,5,Female,External
1970,20,20-24,5,Male,External
1970,25,25-29,5,Female,External
1970,25,25-29,5,Male,External
1970,30,30-34,5,Female,Other
1970,30,30-34,5,Male,External
1970,35,35-39,5,Female,Other
1970,35,35-39,5,Male,External
1970,40,40-44,5,Female,Other
1970,40,40-44,5,Male,Other
1970,45,45-49,5,Female,Neoplasms
1970,45,45-49,5,Male,Other
1970,50,50-54,5,Female,Neoplasms
1970,50,50-54,5,Male,Other
1970,55,55-59,5,Female,Neoplasms
1970,55,55-59,5,Male,Other
1970,60,60-64,5,Female,Neoplasms
1970,60,60-64,5,Male,Circulatory diseases
1970,65,65-69,5,Female,Circulatory diseases
1970,65,65-69,5,Male,Circulatory diseases
1970,70,70-74,5,Female,Circulatory diseases
1970,70,70-74,5,Male,Circulatory diseases
1970,75,75-79,5,Female,Circulatory diseases
1970,75,75-79,5,Male,Circulatory diseases
1970,80,80-84,5,Female,Circulatory diseases
1970,80,80-84,5,Male,Circulatory diseases
1970,85,85-89,5,Female,Circulatory diseases
1970,85,85-89,5,Male,Circulatory diseases
1970,90,90-94,5,Female,Circulatory diseases
1970,90,90-94,5,Male,Other
1970,95,95-99,5,Female,Other
1970,95,95-99,5,Male,Other
1970,100,100+,5,Female,Other
1970,100,100+,5,Male,Other
1971,0,<1,1,Female,Other
1971,0,<1,1,Male,Other
1971,1,1-4,4,Female,Other
1971,1,1-4,4,Male,Other
1971,5,5-9,5,Female,External
1971,5,5-9,5,Male,External
1971,10,10-14,5,Female,External
1971,10,10-14,5,Male,External
1971,15,15-19,5,Female,External
1971,15,15-19,5,Male,External
1971,20,20-24,5,Female,External
1971,20,20-24,5,Male,External
1971,25,25-29,5,Female,External
1971,25,25-29,5,Male,External
1971,30,30-34,5,Female,Other
1971,30,30-34,5,Male,External
1971,35,35-39,5,Female,Other
1971,35,35-39,5,Male,External
1971,40,40-44,5,Female,Other
1971,40,40-44,5,Male,Other
1971,45,45-49,5,Female,Neoplasms
1971,45,45-49,5,Male,Other
1971,50,50-54,5,Female,Neoplasms
1971,50,50-54,5,Male,Other
1971,55,55-59,5,Female,Neoplasms
1971,55,55-59,5,Male,Neoplasms
1971,60,60-64,5,Female,Neoplasms
1971,60,60-64,5,Male,Circulatory diseases
1971,65,65-69,5,Female,Circulatory diseases
1971,65,65-69,5,Male,Circulatory diseases
1971,70,70-74,5,Female,Circulatory diseases
1971,70,70-74,5,Male,Circulatory diseases
1971,75,75-79,5,Female,Circulatory diseases
1971,75,75-79,5,Male,Circulatory diseases
1971,80,80-84,5,Female,Circulatory diseases
1971,80,80-84,5,Male,Circulatory diseases
1971,85,85-89,5,Female,Circulatory diseases
1971,85,85-89,5,Male,Circulatory diseases
1971,90,90-94,5,Female,Circulatory diseases
1971,90,90-94,5,Male,Other
1971,95,95-99,5,Female,Other
1971,95,95-99,5,Male,Other
1971,100,100+,5,Female,Other
1971,100,100+,5,Male,Other
1972,0,<1,1,Female,Other
1972,0,<1,1,Male,Other
1972,1,1-4,4,Female,Other
1972,1,1-4,4,Male,Other
1972,5,5-9,5,Female,External
1972,5,5-9,5,Male,External
1972,10,10-14,5,Female,External
1972,10,10-14,5,Male,External
1972,15,15-19,5,Female,External
1972,15,15-19,5,Male,External
1972,20,20-24,5,Female,External
1972,20,20-24,5,Male,External
1972,25,25-29,5,Female,External
1972,25,25-29,5,Male,External
1972,30,30-34,5,Female,Other
1972,30,30-34,5,Male,External
1972,35,35-39,5,Female,Other
1972,35,35-39,5,Male,External
1972,40,40-44,5,Female,Other
1972,40,40-44,5,Male,Other
1972,45,45-49,5,Female,Neoplasms
1972,45,45-49,5,Male,Other
1972,50,50-54,5,Female,Neoplasms
1972,50,50-54,5,Male,Other
1972,55,55-59,5,Female,Neoplasms
1972,55,55-59,5,Male,Neoplasms
1972,60,60-64,5,Female,Neoplasms
1972,60,60-64,5,Male,Neoplasms
1972,65,65-69,5,Female,Circulatory diseases
1972,65,65-69,5,Male,Circulatory diseases
1972,70,70-74,5,Female,Circulatory diseases
1972,70,70-74,5,Male,Circulatory diseases
1972,75,75-79,5,Female,Circulatory diseases
1972,75,75-79,5,Male,Circulatory diseases
1972,80,80-84,5,Female,Circulatory diseases
1972,80,80-84,5,Male,Circulatory diseases
1972,85,85-89,5,Female,Circulatory diseases
1972,85,85-89,5,Male,Circulatory diseases
1972,90,90-94,5,Female,Circulatory diseases
1972,90,90-94,5,Male,Circulatory diseases
1972,95,95-99,5,Female,Other
1972,95,95-99,5,Male,Other
1972,100,100+,5,Female,Other
1972,100,100+,5,Male,Other
1973,0,<1,1,Female,Other
1973,0,<1,1,Male,Other
1973,1,1-4,4,Female,Other
1973,1,1-4,4,Male,Other
1973,5,5-9,5,Female,External
1973,5,5-9,5,Male,External
1973,10,10-14,5,Female,External
1973,10,10-14,5,Male,External
1973,15,15-19,5,Female,External
1973,15,15-19,5,Male,External
1973,20,20-24,5,Female,External
1973,20,20-24,5,Male,External
1973,25,25-29,5,Female,External
1973,25,25-29,5,Male,External
1973,30,30-34,5,Female,Other
1973,30,30-34,5,Male,External
1973,35,35-39,5,Female,Other
1973,35,35-39,5,Male,External
1973,40,40-44,5,Female,Other
1973,40,40-44,5,Male,Other
1973,45,45-49,5,Female,Neoplasms
1973,45,45-49,5,Male,Other
1973,50,50-54,5,Female,Neoplasms
1973,50,50-54,5,Male,Other
1973,55,55-59,5,Female,Neoplasms
1973,55,55-59,5,Male,Neoplasms
1973,60,60-64,5,Female,Neoplasms
1973,60,60-64,5,Male,Neoplasms
1973,65,65-69,5,Female,Circulatory diseases
1973,65,65-69,5,Male,Circulatory diseases
1973,70,70-74,5,Female,Circulatory diseases
1973,70,70-74,5,Male,Circulatory diseases
1973,75,75-79,5,Female,Circulatory diseases
1973,75,75-79,5,Male,Circulatory diseases
1973,80,80-84,5,Female,Circulatory diseases
1973,80,80-84,5,Male,Circulatory diseases
1973,85,85-89,5,Female,Circulatory diseases
1973,85,85-89,5,Male,Circulatory diseases
1973,90,90-94,5,Female,Circulatory diseases
1973,90,90-94,5,Male,Circulatory diseases
1973,95,95-99,5,Female,Other
1973,95,95-99,5,Male,Other
1973,100,100+,5,Female,Other
1973,100,100+,5,Male,Other
1974,0,<1,1,Female,Other
1974,0,<1,1,Male,Other
1974,1,1-4,4,Female,Other
1974,1,1-4,4,Male,Other
1974,5,5-9,5,Female,Other
1974,5,5-9,5,Male,External
1974,10,10-14,5,Female,External
1974,10,10-14,5,Male,External
1974,15,15-19,5,Female,External
1974,15,15-19,5,Male,External
1974,20,20-24,5,Female,External
1974,20,20-24,5,Male,External
1974,25,25-29,5,Female,External
1974,25,25-29,5,Male,External
1974,30,30-34,5,Female,External
1974,30,30-34,5,Male,External
1974,35,35-39,5,Female,Other
1974,35,35-39,5,Male,External
1974,40,40-44,5,Female,Other
1974,40,40-44,5,Male,Other
1974,45,45-49,5,Female,Neoplasms
1974,45,45-49,5,Male,Other
1974,50,50-54,5,Female,Neoplasms
1974,50,50-54,5,Male,Neoplasms
1974,55,55-59,5,Female,Neoplasms
1974,55,55-59,5,Male,Neoplasms
1974,60,60-64,5,Female,Neoplasms
1974,60,60-64,5,Male,Neoplasms
1974,65,65-69,5,Female,Circulatory diseases
1974,65,65-69,5,Male,Circulatory diseases
1974,70,70-74,5,Female,Circulatory diseases
1974,70,70-74,5,Male,Circulatory diseases
1974,75,75-79,5,Female,Circulatory diseases
1974,75,75-79,5,Male,Circulatory diseases
1974,80,80-84,5,Female,Circulatory diseases
1974,80,80-84,5,Male,Circulatory diseases
1974,85,85-89,5,Female,Circulatory diseases
1974,85,85-89,5,Male,Circulatory diseases
1974,90,90-94,5,Female,Circulatory diseases
1974,90,90-94,5,Male,Circulatory diseases
1974,95,95-99,5,Female,Circulatory diseases
1974,95,95-99,5,Male,Other
1974,100,100+,5,Female,Other
1974,100,100+,5,Male,Other
1975,0,<1,1,Female,Other
1975,0,<1,1,Male,Other
1975,1,1-4,4,Female,Other
1975,1,1-4,4,Male,Other
1975,5,5-9,5,Female,External
1975,5,5-9,5,Male,External
1975,10,10-14,5,Female,External
1975,10,10-14,5,Male,External
1975,15,15-19,5,Female,External
1975,15,15-19,5,Male,External
1975,20,20-24,5,Female,External
1975,20,20-24,5,Male,External
1975,25,25-29,5,Female,External
1975,25,25-29,5,Male,External
1975,30,30-34,5,Female,Other
1975,30,30-34,5,Male,External
1975,35,35-39,5,Female,Other
1975,35,35-39,5,Male,External
1975,40,40-44,5,Female,Other
1975,40,40-44,5,Male,Other
1975,45,45-49,5,Female,Neoplasms
1975,45,45-49,5,Male,Other
1975,50,50-54,5,Female,Neoplasms
1975,50,50-54,5,Male,Neoplasms
1975,55,55-59,5,Female,Neoplasms
1975,55,55-59,5,Male,Neoplasms
1975,60,60-64,5,Female,Neoplasms
1975,60,60-64,5,Male,Neoplasms
1975,65,65-69,5,Female,Circulatory diseases
1975,65,65-69,5,Male,Circulatory diseases
1975,70,70-74,5,Female,Circulatory diseases
1975,70,70-74,5,Male,Circulatory diseases
1975,75,75-79,5,Female,Circulatory diseases
1975,75,75-79,5,Male,Circulatory diseases
1975,80,80-84,5,Female,Circulatory diseases
1975,80,80-84,5,Male,Circulatory diseases
1975,85,85-89,5,Female,Circulatory diseases
1975,85,85-89,5,Male,Circulatory diseases
1975,90,90-94,5,Female,Circulatory diseases
1975,90,90-94,5,Male,Circulatory diseases
1975,95,95-99,5,Female,Circulatory diseases
1975,95,95-99,5,Male,Other
1975,100,100+,5,Female,Other
1975,100,100+,5,Male,Other
1976,0,<1,1,Female,Other
1976,0,<1,1,Male,Other
1976,1,1-4,4,Female,Other
1976,1,1-4,4,Male,Other
1976,5,5-9,5,Female,External
1976,5,5-9,5,Male,External
1976,10,10-14,5,Female,External
1976,10,10-14,5,Male,External
1976,15,15-19,5,Female,External
1976,15,15-19,5,Male,External
1976,20,20-24,5,Female,External
1976,20,20-24,5,Male,External
1976,25,25-29,5,Female,External
1976,25,25-29,5,Male,External
1976,30,30-34,5,Female,Other
1976,30,30-34,5,Male,External
1976,35,35-39,5,Female,Other
1976,35,35-39,5,Male,External
1976,40,40-44,5,Female,Other
1976,40,40-44,5,Male,Other
1976,45,45-49,5,Female,Neoplasms
1976,45,45-49,5,Male,Other
1976,50,50-54,5,Female,Neoplasms
1976,50,50-54,5,Male,Neoplasms
1976,55,55-59,5,Female,Neoplasms
1976,55,55-59,5,Male,Neoplasms
1976,60,60-64,5,Female,Neoplasms
1976,60,60-64,5,Male,Neoplasms
1976,65,65-69,5,Female,Circulatory diseases
1976,65,65-69,5,Male,Circulatory diseases
1976,70,70-74,5,Female,Circulatory diseases
1976,70,70-74,5,Male,Circulatory diseases
1976,75,75-79,5,Female,Circulatory diseases
1976,75,75-79,5,Male,Circulatory diseases
1976,80,80-84,5,Female,Circulatory diseases
1976,80,80-84,5,Male,Circulatory diseases
1976,85,85-89,5,Female,Circulatory diseases
1976,85,85-89,5,Male,Circulatory diseases
1976,90,90-94,5,Female,Circulatory diseases
1976,90,90-94,5,Male,Circulatory diseases
1976,95,95-99,5,Female,Circulatory diseases
1976,95,95-99,5,Male,Other
1976,100,100+,5,Female,Other
1976,100,100+,5,Male,Other
1977,0,<1,1,Female,Other
1977,0,<1,1,Male,Other
1977,1,1-4,4,Female,Other
1977,1,1-4,4,Male,Other
1977,5,5-9,5,Female,External
1977,5,5-9,5,Male,External
1977,10,10-14,5,Female,External
1977,10,10-14,5,Male,External
1977,15,15-19,5,Female,External
1977,15,15-19,5,Male,External
1977,20,20-24,5,Female,External
1977,20,20-24,5,Male,External
1977,25,25-29,5,Female,External
1977,25,25-29,5,Male,External
1977,30,30-34,5,Female,Other
1977,30,30-34,5,Male,External
1977,35,35-39,5,Female,Other
1977,35,35-39,5,Male,External
1977,40,40-44,5,Female,Neoplasms
1977,40,40-44,5,Male,Other
1977,45,45-49,5,Female,Neoplasms
1977,45,45-49,5,Male,Other
1977,50,50-54,5,Female,Neoplasms
1977,50,50-54,5,Male,Neoplasms
1977,55,55-59,5,Female,Neoplasms
1977,55,55-59,5,Male,Neoplasms
1977,60,60-64,5,Female,Neoplasms
1977,60,60-64,5,Male,Neoplasms
1977,65,65-69,5,Female,Circulatory diseases
1977,65,65-69,5,Male,Neoplasms
1977,70,70-74,5,Female,Circulatory diseases
1977,70,70-74,5,Male,Circulatory diseases
1977,75,75-79,5,Female,Circulatory diseases
1977,75,75-79,5,Male,Circulatory diseases
1977,80,80-84,5,Female,Circulatory diseases
1977,80,80-84,5,Male,Circulatory diseases
1977,85,85-89,5,Female,Circulatory diseases
1977,85,85-89,5,Male,Circulatory diseases
1977,90,90-94,5,Female,Circulatory diseases
1977,90,90-94,5,Male,Circulatory diseases
1977,95,95-99,5,Female,Other
1977,95,95-99,5,Male,Other
1977,100,100+,5,Female,Other
1977,100,100+,5,Male,Other
1978,0,<1,1,Female,Other
1978,0,<1,1,Male,Other
1978,1,1-4,4,Female,Other
1978,1,1-4,4,Male,Other
